,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
56222,11600,0.273785079,0,0,0,SEDAN,4,F,A,3
56223,17400,0.725530459,0,0,0,HBACK,2,F,A,5
56224,9800,0.10403833,0,0,0,HBACK,4,F,B,2
56225,12100,0.410677618,0,0,0,UTE,3,F,E,4
56226,30400,0.725530459,0,0,0,HDTOP,3,F,F,3
56227,42700,0.90349076,0,0,0,STNWG,2,M,F,3
56228,8700,0.670773443,0,0,0,HBACK,3,F,A,5
56229,47100,0.90349076,0,0,0,STNWG,1,M,A,3
56230,14000,0.273785079,0,0,0,SEDAN,4,F,C,3
56231,18700,0.780287474,0,0,0,HBACK,2,F,A,2
56232,8200,0.10403833,0,0,0,UTE,4,M,A,1
56233,25100,0.10403833,0,0,0,SEDAN,1,F,C,6
56234,4500,0.588637919,0,0,0,SEDAN,4,F,E,4
56235,11800,0.10403833,0,0,0,STNWG,3,M,C,2
56236,7700,0.90349076,0,0,0,HBACK,3,M,A,3
56237,8300,0.725530459,0,0,0,SEDAN,3,M,A,2
56238,22000,0.977412731,0,0,0,STNWG,4,M,F,2
56239,19800,0.394250513,0,0,0,HDTOP,2,M,B,4
56240,8500,0.407939767,0,0,0,HBACK,3,F,B,2
56241,8800,0.046543463,0,0,0,HBACK,3,F,D,6
56242,8400,0.10403833,0,0,0,SEDAN,3,M,C,1
56243,18100,0.90349076,0,0,0,SEDAN,2,F,C,5
56244,39400,0.410677618,0,0,0,STNWG,2,M,E,2
56245,17700,0.999315537,0,0,0,HBACK,3,M,C,2
56246,29400,0.862422998,0,0,0,STNWG,2,F,F,3
56247,21000,0.27926078,0,0,0,SEDAN,2,F,A,4
56248,8300,0.90349076,0,0,0,STNWG,4,F,D,4
56249,21400,0.265571526,0,0,0,MIBUS,4,M,D,2
56250,20300,0.977412731,0,0,0,STNWG,3,M,C,3
56251,4400,0.366872006,0,0,0,SEDAN,4,F,B,5
56252,18200,0.361396304,0,0,0,STNWG,3,M,A,2
56253,16100,0.588637919,0,0,0,SEDAN,2,F,C,3
56254,31400,0.651608487,0,0,0,STNWG,3,F,A,2
56255,20200,0.27926078,0,0,0,STNWG,3,M,F,2
56256,6000,0.27926078,0,0,0,STNWG,4,M,B,6
56257,7000,0.725530459,1,1,200,STNWG,4,F,B,6
56258,24600,0.963723477,0,0,0,SEDAN,1,M,B,5
56259,8500,0.588637919,0,0,0,HBACK,3,M,D,4
56260,27400,0.27926078,0,0,0,STNWG,1,M,A,2
56261,52360,0.884325804,1,1,5858.019989,STNWG,1,F,F,2
56262,16200,0.440793977,0,0,0,SEDAN,3,M,B,4
56263,12200,0.665297741,0,0,0,HBACK,2,F,B,4
56264,17600,0.38329911,0,0,0,SEDAN,2,F,A,2
56265,43490,0.90349076,0,0,0,UTE,1,M,D,2
56266,5000,0.588637919,0,0,0,STNWG,4,M,C,2
56267,43100,0.977412731,0,0,0,STNWG,2,M,C,2
56268,11200,0.27926078,0,0,0,HBACK,2,F,B,4
56269,17000,0.273785079,0,0,0,SEDAN,3,F,A,2
56270,5900,0.725530459,0,0,0,HBACK,4,M,C,2
56271,9300,0.410677618,0,0,0,SEDAN,4,M,A,2
56272,6500,0.334017796,0,0,0,SEDAN,4,F,C,3
56273,29400,0.27926078,0,0,0,TRUCK,1,M,D,4
56274,12300,0.90349076,0,0,0,HBACK,3,F,C,2
56275,43490,0.90349076,1,1,200.0000002,UTE,1,F,C,3
56276,17300,0.076659822,0,0,0,SEDAN,2,F,F,1
56277,23500,0.90349076,0,0,0,UTE,2,M,F,3
56278,7700,0.490075291,0,0,0,HBACK,3,M,B,2
56279,7900,0.232717317,0,0,0,SEDAN,4,F,D,4
56280,38300,0.38329911,0,0,0,STNWG,2,F,D,6
56281,10600,0.725530459,0,0,0,HBACK,3,F,A,3
56282,18200,0.273785079,0,0,0,UTE,3,M,E,2
56283,9100,0.232717317,0,0,0,HBACK,3,F,C,6
56284,8200,0.728268309,0,0,0,HBACK,4,F,B,3
56285,14000,0.101300479,0,0,0,HBACK,1,F,E,1
56286,23700,0.101300479,0,0,0,SEDAN,2,F,C,2
56287,7400,0.271047228,0,0,0,HBACK,3,M,C,4
56288,22600,0.076659822,0,0,0,SEDAN,2,F,D,5
56289,63000,0.098562628,0,0,0,SEDAN,1,F,A,4
56290,39400,0.098562628,0,0,0,STNWG,1,M,B,5
56291,20600,0.101300479,0,0,0,UTE,3,M,B,2
56292,13300,0.728268309,0,0,0,HBACK,2,M,C,2
56293,4500,0.410677618,0,0,0,SEDAN,4,F,C,4
56294,28200,0.043805613,0,0,0,STNWG,3,M,B,3
56295,13800,0.410677618,0,0,0,SEDAN,2,M,E,3
56296,18100,0.55578371,0,0,0,UTE,3,F,B,3
56297,13000,0.999315537,0,0,0,HBACK,2,F,E,4
56298,18000,0.101300479,0,0,0,UTE,3,F,E,4
56299,21200,0.725530459,0,0,0,STNWG,4,M,F,2
56300,8900,0.27926078,0,0,0,SEDAN,3,F,C,2
56301,39200,0.273785079,0,0,0,UTE,1,M,F,1
56302,20600,0.977412731,0,0,0,UTE,4,M,C,3
56303,23900,0.977412731,0,0,0,SEDAN,1,M,C,5
56304,30300,0.101300479,0,0,0,STNWG,3,F,F,5
56305,9100,0.490075291,1,1,1266.709999,HBACK,3,F,B,3
56306,17700,0.596851472,0,0,0,STNWG,3,F,F,4
56307,26900,0.101300479,0,0,0,STNWG,3,F,E,3
56308,13000,0.999315537,0,0,0,HBACK,2,F,A,5
56309,7600,0.725530459,0,0,0,HBACK,3,M,C,3
56310,14000,0.101300479,0,0,0,SEDAN,2,M,C,6
56311,26900,0.287474333,0,0,0,TRUCK,3,F,D,5
56312,22600,0.101300479,0,0,0,HDTOP,3,M,E,6
56313,21100,0.90349076,0,0,0,SEDAN,1,F,E,1
56314,17700,0.101300479,0,0,0,TRUCK,3,F,D,4
56315,13000,0.725530459,1,1,200,HBACK,2,M,B,5
56316,18000,0.722792608,0,0,0,SEDAN,2,F,B,5
56317,19800,0.977412731,0,0,0,SEDAN,1,F,D,4
56318,25700,0.101300479,0,0,0,SEDAN,1,F,C,2
56319,11800,0.287474333,0,0,0,STNWG,4,M,A,2
56320,4100,0.271047228,0,0,0,SEDAN,4,F,C,4
56321,9200,0.596851472,1,1,5451.219986,HBACK,3,M,B,4
56322,18800,0.065708419,0,0,0,STNWG,4,F,D,3
56323,13800,0.407939767,0,0,0,UTE,2,F,C,4
56324,9800,0.27926078,0,0,0,UTE,4,M,C,3
56325,18600,0.605065024,0,0,0,HBACK,2,F,C,3
56326,8100,0.287474333,0,0,0,STNWG,4,M,A,2
56327,16000,0.596851472,0,0,0,HDTOP,3,F,F,4
56328,4200,0.407939767,0,0,0,STNWG,4,M,B,5
56329,7100,0.27926078,0,0,0,HBACK,3,F,D,3
56330,28200,0.720054757,0,0,0,STNWG,1,M,A,3
56331,18300,0.720054757,0,0,0,SEDAN,3,M,A,3
56332,18500,0.802190281,1,1,200,SEDAN,2,F,C,3
56333,18200,0.317590691,0,0,0,SEDAN,2,F,C,4
56334,4300,0.725530459,0,0,0,HBACK,4,F,B,3
56335,15700,0.490075291,0,0,0,HBACK,2,F,A,1
56336,15600,0.084873374,0,0,0,SEDAN,3,M,A,5
56337,9500,0.10403833,0,0,0,HBACK,3,F,C,3
56338,26500,0.024640657,0,0,0,SEDAN,1,F,C,5
56339,14600,0.596851472,0,0,0,SEDAN,2,F,B,3
56340,22300,0.977412731,0,0,0,SEDAN,2,M,A,4
56341,26300,0.287474333,0,0,0,STNWG,3,F,B,3
56342,7600,0.709103354,0,0,0,STNWG,4,M,C,3
56343,22400,0.021902806,0,0,0,STNWG,4,F,B,2
56344,17000,0.232717317,0,0,0,UTE,4,M,D,1
56345,9700,0.90349076,0,0,0,HDTOP,4,F,D,6
56346,9300,0.90349076,0,0,0,HBACK,3,F,B,1
56347,17600,0.287474333,1,1,6960.809998,HBACK,2,F,B,3
56348,7500,0.314852841,0,0,0,HBACK,3,F,B,2
56349,11800,0.407939767,0,0,0,COUPE,4,M,A,3
56350,12400,0.287474333,0,0,0,HBACK,1,M,C,2
56351,12900,0.706365503,0,0,0,SEDAN,3,M,C,2
56352,14900,0.27652293,0,0,0,SEDAN,3,F,A,1
56353,7800,0.287474333,0,0,0,HBACK,3,M,A,5
56354,28600,0.90349076,0,0,0,STNWG,1,F,E,4
56355,14000,0.186173854,0,0,0,TRUCK,3,M,A,2
56356,15400,0.90349076,1,1,394.52,SEDAN,4,F,D,4
56357,11500,0.596851472,0,0,0,HBACK,2,F,B,1
56358,16200,0.251882272,0,0,0,SEDAN,2,F,D,5
56359,13500,0.287474333,0,0,0,HBACK,1,M,C,2
56360,3900,0.268309377,0,0,0,SEDAN,4,F,E,5
56361,29200,0.27926078,0,0,0,HBACK,2,M,C,3
56362,20400,0.287474333,0,0,0,SEDAN,1,F,E,4
56363,11000,0.720054757,1,1,1604.73,HBACK,2,F,D,3
56364,9400,0.97467488,0,0,0,SEDAN,4,F,A,5
56365,9500,0.928131417,0,0,0,SEDAN,4,F,C,2
56366,46400,0.251882272,0,0,0,STNWG,1,M,A,5
56367,43490,0.725530459,0,0,0,UTE,1,M,C,2
56368,22900,0.254620123,0,0,0,SEDAN,1,F,C,3
56369,5000,0.27926078,0,0,0,SEDAN,4,F,C,3
56370,20200,0.90349076,0,0,0,SEDAN,1,M,B,2
56371,18600,0.287474333,0,0,0,SEDAN,2,M,B,2
56372,21990,0.229979466,0,0,0,SEDAN,1,F,C,3
56373,16400,0.38329911,0,0,0,HBACK,2,F,D,6
56374,9300,0.454483231,0,0,0,UTE,4,M,A,1
56375,10500,0.711841205,0,0,0,SEDAN,4,M,C,3
56376,17100,0.380561259,0,0,0,MCARA,4,M,A,5
56377,13400,0.97467488,0,0,0,SEDAN,2,F,B,3
56378,47100,0.895277207,0,0,0,STNWG,1,M,C,2
56379,31900,0.024640657,0,0,0,UTE,3,M,B,3
56380,37400,0.287474333,0,0,0,STNWG,2,M,B,5
56381,13800,0.722792608,0,0,0,HBACK,2,M,A,2
56382,52360,0.999315537,0,0,0,STNWG,1,M,C,5
56383,15000,0.90349076,1,1,520.7999992,HDTOP,4,M,E,2
56384,13600,0.366872006,0,0,0,HBACK,2,F,A,4
56385,7000,0.38329911,0,0,0,UTE,4,F,B,6
56386,8900,0.128678987,0,0,0,SEDAN,3,F,C,2
56387,17600,0.27926078,0,0,0,HBACK,1,F,B,4
56388,9900,0.73100616,0,0,0,HBACK,3,F,C,2
56389,12300,0.720054757,0,0,0,HBACK,2,F,C,3
56390,20200,0.900752909,0,0,0,SEDAN,2,F,A,2
56391,8700,0.895277207,0,0,0,TRUCK,4,M,C,6
56392,13500,0.720054757,0,0,0,TRUCK,2,M,A,4
56393,15700,0.90349076,0,0,0,HBACK,2,F,C,4
56394,6800,0.27926078,0,0,0,SEDAN,4,F,E,4
56395,29000,0.90349076,0,0,0,PANVN,1,M,C,1
56396,18900,0.720054757,0,0,0,STNWG,2,F,A,4
56397,22300,0.90349076,0,0,0,STNWG,3,M,E,2
56398,71500,0.585900068,0,0,0,STNWG,1,F,D,1
56399,17500,0.287474333,1,1,1418.07,SEDAN,2,F,D,1
56400,7300,0.38329911,0,0,0,SEDAN,4,M,B,3
56401,15400,0.287474333,0,0,0,PANVN,3,M,B,5
56402,17700,0.632443532,0,0,0,SEDAN,3,F,C,4
56403,4600,0.90349076,0,0,0,UTE,4,M,B,3
56404,12100,0.90349076,0,0,0,HBACK,2,F,D,4
56405,44700,0.90349076,0,0,0,STNWG,1,M,A,1
56406,10400,0.27652293,0,0,0,STNWG,3,M,C,3
56407,13400,0.900752909,0,0,0,UTE,3,M,C,2
56408,18300,0.665297741,0,0,0,SEDAN,1,F,D,5
56409,3900,0.334017796,0,0,0,SEDAN,4,F,A,1
56410,14100,0.27926078,0,0,0,HBACK,1,F,C,4
56411,14400,0.287474333,0,0,0,SEDAN,2,F,C,5
56412,12700,0.665297741,0,0,0,SEDAN,3,M,B,3
56413,10300,0.27926078,0,0,0,SEDAN,3,F,A,1
56414,17500,0.97467488,0,0,0,SEDAN,2,F,C,4
56415,18900,0.27926078,0,0,0,STNWG,3,F,D,2
56416,10400,0.900752909,0,0,0,HBACK,2,F,B,4
56417,22490,0.90349076,0,0,0,SEDAN,1,F,B,4
56418,12000,0.900752909,0,0,0,HBACK,2,F,C,3
56419,14700,0.287474333,0,0,0,SEDAN,2,F,A,3
56420,11500,0.665297741,0,0,0,HBACK,3,F,B,3
56421,13200,0.856947296,0,0,0,HBACK,2,M,C,4
56422,12800,0.613278576,0,0,0,SEDAN,3,F,E,2
56423,52500,0.052019165,0,0,0,SEDAN,1,F,E,5
56424,7800,0.095824778,0,0,0,HBACK,3,F,C,1
56425,32000,0.654346338,0,0,0,UTE,2,F,B,2
56426,15100,0.665297741,0,0,0,HBACK,2,F,B,5
56427,17400,0.728268309,0,0,0,STNWG,3,M,B,5
56428,22800,0.720054757,0,0,0,SEDAN,2,M,B,3
56429,10700,0.97467488,1,1,233.75,HBACK,4,F,C,4
56430,11300,0.284736482,0,0,0,HBACK,2,M,E,4
56431,3800,0.101300479,0,0,0,STNWG,4,F,A,3
56432,18500,0.021902806,0,0,0,SEDAN,2,F,B,1
56433,49100,0.900752909,0,0,0,SEDAN,3,F,B,4
56434,28300,0.213552361,0,0,0,STNWG,2,F,F,5
56435,18700,0.966461328,0,0,0,HBACK,2,F,B,4
56436,14800,0.596851472,0,0,0,HBACK,2,M,C,6
56437,17200,0.810403833,0,0,0,PANVN,3,M,C,3
56438,23100,0.596851472,1,1,353.77,SEDAN,2,M,A,5
56439,12600,0.991101985,0,0,0,HBACK,3,M,B,4
56440,8800,0.596851472,0,0,0,STNWG,4,F,E,2
56441,7300,0.991101985,0,0,0,HBACK,3,F,A,3
56442,21900,0.898015058,0,0,0,TRUCK,4,M,F,2
56443,3700,0.709103354,0,0,0,HBACK,4,M,C,4
56444,12100,0.287474333,0,0,0,UTE,3,M,D,4
56445,15600,0.895277207,1,1,1148.48,UTE,3,M,A,2
56446,53600,0.900752909,0,0,0,STNWG,1,F,B,3
56447,20600,0.991101985,0,0,0,UTE,4,M,F,4
56448,14600,0.991101985,0,0,0,SEDAN,2,F,C,2
56449,32500,0.665297741,0,0,0,TRUCK,3,F,D,1
56450,14280,0.900752909,0,0,0,HBACK,1,M,C,4
56451,15800,0.120465435,0,0,0,HBACK,3,M,A,2
56452,16400,0.287474333,0,0,0,SEDAN,1,F,D,5
56453,44500,0.665297741,0,0,0,STNWG,1,M,A,5
56454,10700,0.900752909,0,0,0,SEDAN,3,F,C,2
56455,4500,0.991101985,0,0,0,STNWG,4,M,A,3
56456,31900,0.27926078,0,0,0,STNWG,1,F,A,2
56457,18700,0.596851472,0,0,0,SEDAN,1,F,C,1
56458,6500,0.27926078,0,0,0,COUPE,4,M,C,2
56459,35200,0.900752909,0,0,0,STNWG,2,M,E,2
56460,12300,0.900752909,0,0,0,SEDAN,4,F,C,3
56461,19500,0.287474333,0,0,0,SEDAN,2,M,B,5
56462,30900,0.662559891,0,0,0,STNWG,3,F,D,5
56463,18500,0.714579055,0,0,0,SEDAN,2,F,A,2
56464,6100,0.577686516,1,1,1736.639999,COUPE,4,F,A,2
56465,7200,0.287474333,0,0,0,HBACK,3,F,C,3
56466,24700,0.052019165,0,0,0,STNWG,3,F,F,3
56467,13800,0.221765914,0,0,0,HBACK,3,F,B,1
56468,7000,0.101300479,0,0,0,SEDAN,4,F,B,1
56469,12600,0.287474333,0,0,0,HBACK,3,M,C,3
56470,24900,0.720054757,0,0,0,STNWG,4,M,B,4
56471,15100,0.657084189,1,1,245,SEDAN,2,F,C,1
56472,24200,0.27926078,0,0,0,STNWG,3,M,F,3
56473,15400,0.553045859,0,0,0,HBACK,3,M,A,5
56474,16000,0.287474333,0,0,0,SEDAN,2,F,B,4
56475,61500,0.287474333,0,0,0,SEDAN,1,M,C,5
56476,17700,0.65982204,0,0,0,SEDAN,3,F,C,3
56477,12300,0.098562628,0,0,0,HBACK,1,F,C,1
56478,20800,0.741957563,0,0,0,SEDAN,1,F,E,2
56479,3900,0.287474333,0,0,0,HBACK,4,F,C,4
56480,41400,0.38329911,0,0,0,STNWG,2,M,D,6
56481,21990,0.424366872,0,0,0,SEDAN,1,M,E,2
56482,11800,0.087611225,0,0,0,HBACK,1,F,C,4
56483,29800,0.377823409,0,0,0,UTE,2,M,D,1
56484,19500,0.711841205,0,0,0,PANVN,3,M,D,3
56485,13800,0.101300479,0,0,0,HBACK,1,M,A,3
56486,11800,0.021902806,0,0,0,SEDAN,3,F,B,3
56487,37200,0.585900068,0,0,0,UTE,1,M,A,1
56488,23700,0.596851472,0,0,0,SEDAN,1,M,C,3
56489,9100,0.722792608,0,0,0,HBACK,4,F,C,5
56490,12700,0.900752909,0,0,0,HBACK,1,F,A,5
56491,11800,0.38329911,0,0,0,SEDAN,3,F,C,3
56492,15200,0.711841205,0,0,0,HBACK,1,F,B,1
56493,14600,0.27926078,0,0,0,SEDAN,2,F,D,3
56494,6000,0.292950034,1,2,5608.21998,COUPE,4,F,A,3
56495,18100,0.098562628,0,0,0,SEDAN,1,F,A,4
56496,14500,0.616016427,0,0,0,STNWG,4,F,F,3
56497,15200,0.999315537,0,0,0,SEDAN,2,F,A,3
56498,17100,0.558521561,0,0,0,SEDAN,2,F,E,1
56499,39700,0.331279945,0,0,0,STNWG,2,M,F,2
56500,41500,0.594113621,0,0,0,STNWG,2,F,E,4
56501,12500,0.27926078,0,0,0,COUPE,3,F,D,3
56502,4800,0.596851472,0,0,0,SEDAN,4,M,C,2
56503,7900,0.268309377,0,0,0,SEDAN,3,F,C,1
56504,17300,0.147843943,1,1,9002.539948,HBACK,2,F,C,4
56505,7500,0.287474333,0,0,0,SEDAN,4,M,D,2
56506,25000,0.153319644,0,0,0,STNWG,3,F,A,1
56507,17100,0.665297741,0,0,0,SEDAN,2,M,C,6
56508,26500,0.205338809,0,0,0,SEDAN,2,F,C,2
56509,27100,0.131416838,0,0,0,STNWG,3,M,F,2
56510,16100,0.596851472,0,0,0,SEDAN,2,F,C,2
56511,17600,0.27926078,0,0,0,HBACK,1,F,C,5
56512,31600,0.167008898,0,0,0,STNWG,2,M,D,1
56513,11200,0.27926078,1,1,3668.459999,HBACK,2,F,A,4
56514,8000,0.596851472,0,0,0,COUPE,4,F,A,3
56515,13000,0.101300479,0,0,0,HBACK,2,F,B,2
56516,24800,0.722792608,1,1,325.1799996,STNWG,3,F,F,2
56517,15000,0.019164956,0,0,0,HBACK,1,F,A,1
56518,12600,0.999315537,0,0,0,HBACK,2,F,A,6
56519,4100,0.665297741,0,0,0,HBACK,4,M,B,4
56520,39600,0.720054757,0,0,0,STNWG,2,M,C,4
56521,13000,0.197125257,0,0,0,SEDAN,3,F,D,6
56522,16000,0.199863108,0,0,0,HBACK,2,F,E,6
56523,9600,0.720054757,0,0,0,HBACK,3,F,F,1
56524,18500,0.199863108,0,0,0,SEDAN,1,M,A,5
56525,19300,0.199863108,0,0,0,SEDAN,2,M,D,6
56526,7800,0.197125257,0,0,0,HBACK,3,M,E,6
56527,14800,0.618754278,0,0,0,HBACK,3,F,A,6
56528,10700,0.197125257,0,0,0,SEDAN,3,F,B,5
56529,16200,0.194387406,0,0,0,STNWG,2,M,A,5
56530,11700,0.353182752,0,0,0,SEDAN,3,M,C,6
56531,40000,0.38329911,0,0,0,STNWG,3,F,E,5
56532,3600,0.295687885,0,0,0,SEDAN,4,F,A,4
56533,10300,0.41615332,0,0,0,SEDAN,3,F,E,4
56534,27600,0.197125257,0,0,0,SEDAN,2,M,B,4
56535,5000,0.199863108,0,0,0,SEDAN,4,F,C,6
56536,18900,0.999315537,0,0,0,SEDAN,2,M,D,6
56537,3700,0.194387406,0,0,0,SEDAN,4,F,E,6
56538,11600,0.536618754,0,0,0,MIBUS,4,M,B,4
56539,21980,0.257357974,0,0,0,HBACK,1,F,D,3
56540,3100,0.79945243,1,1,353.77,SEDAN,4,M,B,6
56541,7200,0.199863108,0,0,0,TRUCK,3,M,A,5
56542,13000,0.197125257,0,0,0,SEDAN,3,M,C,6
56543,6100,0.407939767,0,0,0,SEDAN,4,F,A,3
56544,39600,0.197125257,0,0,0,STNWG,1,M,D,5
56545,10400,0.03559206,0,0,0,SEDAN,3,F,C,2
56546,13900,0.79945243,0,0,0,TRUCK,3,M,C,4
56547,9900,0.287474333,0,0,0,UTE,4,M,C,4
56548,2800,0.199863108,0,0,0,SEDAN,4,M,A,6
56549,41000,0.621492129,0,0,0,SEDAN,3,F,A,6
56550,5000,0.197125257,0,0,0,SEDAN,4,M,A,6
56551,33000,0.720054757,0,0,0,STNWG,1,F,B,2
56552,7100,0.194387406,0,0,0,HBACK,3,M,A,5
56553,12300,0.199863108,0,0,0,SEDAN,3,M,E,4
56554,14500,0.101300479,0,0,0,SEDAN,2,M,A,2
56555,47000,0.632443532,0,0,0,STNWG,1,M,E,3
56556,27500,0.199863108,0,0,0,STNWG,1,M,D,6
56557,9300,0.199863108,0,0,0,SEDAN,3,M,A,4
56558,14300,0.194387406,0,0,0,SEDAN,2,F,D,4
56559,18000,0.722792608,0,0,0,SEDAN,2,M,C,4
56560,4600,0.197125257,0,0,0,HBACK,4,F,B,4
56561,14300,0.199863108,0,0,0,SEDAN,3,M,C,3
56562,38400,0.101300479,0,0,0,STNWG,2,M,A,4
56563,16100,0.194387406,0,0,0,STNWG,4,M,B,5
56564,12600,0.377823409,0,0,0,HBACK,2,M,A,4
56565,26100,0.197125257,0,0,0,SEDAN,1,F,B,5
56566,59000,0.722792608,0,0,0,STNWG,2,F,D,4
56567,15000,0.38329911,0,0,0,STNWG,3,F,A,3
56568,15200,0.197125257,0,0,0,HBACK,3,F,C,4
56569,3600,0.802190281,0,0,0,SEDAN,4,M,B,4
56570,38500,0.413415469,0,0,0,UTE,1,M,A,1
56571,30400,0.79945243,0,0,0,SEDAN,2,M,D,5
56572,19600,0.199863108,0,0,0,STNWG,1,M,D,6
56573,17300,0.197125257,0,0,0,SEDAN,2,M,C,3
56574,9300,0.199863108,0,0,0,UTE,4,M,D,4
56575,36400,0.199863108,0,0,0,UTE,1,F,B,4
56576,13600,0.197125257,0,0,0,HBACK,1,F,C,5
56577,11000,0.199863108,0,0,0,MIBUS,4,M,C,4
56578,7900,0.112251882,0,0,0,SEDAN,4,F,F,3
56579,8300,0.194387406,0,0,0,SEDAN,4,F,C,3
56580,19900,0.804928131,0,0,0,SEDAN,1,F,B,4
56581,17700,0.804928131,0,0,0,STNWG,4,F,C,3
56582,8900,0.194387406,0,0,0,HBACK,3,F,B,4
56583,3800,0.804928131,0,0,0,SEDAN,4,M,C,3
56584,37000,0.194387406,0,0,0,STNWG,2,M,F,4
56585,19000,0.199863108,0,0,0,HBACK,2,M,C,4
56586,20200,0.197125257,0,0,0,SEDAN,2,M,A,4
56587,15000,0.087611225,0,0,0,HBACK,1,M,B,2
56588,9600,0.101300479,0,0,0,HBACK,3,M,F,3
56589,17500,0.194387406,0,0,0,SEDAN,2,F,C,5
56590,19200,0.197125257,0,0,0,STNWG,3,F,A,3
56591,27200,0.197125257,0,0,0,STNWG,3,F,C,3
56592,27800,0.199863108,0,0,0,STNWG,3,F,C,5
56593,13700,0.804928131,0,0,0,SEDAN,3,F,B,4
56594,24700,0.194387406,0,0,0,SEDAN,1,M,A,4
56595,23900,0.101300479,0,0,0,STNWG,2,F,D,1
56596,7700,0.197125257,0,0,0,SEDAN,3,F,C,5
56597,32500,0.194387406,0,0,0,STNWG,2,M,C,2
56598,16200,0.197125257,0,0,0,STNWG,2,F,D,5
56599,4100,0.194387406,0,0,0,COUPE,4,F,C,4
56600,43490,0.071184121,0,0,0,UTE,1,M,B,2
56601,8000,0.199863108,0,0,0,UTE,4,M,B,2
56602,26200,0.197125257,0,0,0,COUPE,3,F,A,3
56603,11700,0.720054757,1,1,3059.629997,HBACK,2,F,C,6
56604,11700,0.197125257,0,0,0,STNWG,4,F,C,4
56605,23200,0.194387406,0,0,0,STNWG,3,M,F,5
56606,12600,0.194387406,0,0,0,SEDAN,3,F,A,5
56607,20500,0.194387406,0,0,0,UTE,3,M,E,4
56608,7400,0.101300479,0,0,0,HBACK,3,M,A,1
56609,16500,0.134154689,0,0,0,STNWG,4,M,F,4
56610,10400,0.197125257,0,0,0,UTE,4,M,E,4
56611,11600,0.199863108,0,0,0,SEDAN,3,F,A,5
56612,7800,0.199863108,0,0,0,UTE,4,M,D,4
56613,16000,0.386036961,0,0,0,STNWG,4,M,F,4
56614,16700,0.334017796,0,0,0,SEDAN,2,M,C,3
56615,30600,0.199863108,0,0,0,TRUCK,3,M,D,2
56616,17100,0.125941136,0,0,0,HBACK,2,F,A,4
56617,3600,0.802190281,0,0,0,SEDAN,4,F,C,4
56618,29800,0.194387406,0,0,0,STNWG,2,F,A,5
56619,18500,0.197125257,0,0,0,SEDAN,1,F,E,5
56620,42800,0.334017796,0,0,0,HBACK,1,F,D,3
56621,5400,0.197125257,0,0,0,HBACK,4,M,B,2
56622,5400,0.194387406,0,0,0,HBACK,4,F,E,4
56623,7700,0.199863108,0,0,0,SEDAN,3,M,A,3
56624,9900,0.79945243,0,0,0,HBACK,4,M,C,6
56625,28800,0.350444901,1,1,3856.57003,SEDAN,2,F,B,4
56626,4400,0.194387406,0,0,0,STNWG,4,F,C,4
56627,3500,0.194387406,0,0,0,SEDAN,4,F,C,4
56628,22900,0.334017796,0,0,0,SEDAN,2,F,C,4
56629,17000,0.804928131,0,0,0,UTE,2,M,D,6
56630,17700,0.804928131,0,0,0,STNWG,4,M,F,5
56631,17500,0.804928131,0,0,0,STNWG,4,M,D,3
56632,3900,0.194387406,0,0,0,TRUCK,4,M,D,5
56633,19400,0.38329911,0,0,0,HBACK,2,F,C,5
56634,16143,0.596851472,0,0,0,HBACK,1,M,C,3
56635,28400,0.334017796,0,0,0,STNWG,3,M,B,2
56636,17600,0.197125257,0,0,0,HBACK,1,F,B,5
56637,6800,0.197125257,0,0,0,HBACK,3,F,E,4
56638,16000,0.197125257,0,0,0,SEDAN,2,F,A,4
56639,27200,0.197125257,0,0,0,STNWG,3,F,F,3
56640,4100,0.454483231,0,0,0,SEDAN,4,M,B,5
56641,27800,0.725530459,0,0,0,HDTOP,3,F,D,2
56642,6000,0.073921971,0,0,0,SEDAN,4,M,A,4
56643,17500,0.197125257,0,0,0,SEDAN,2,F,D,3
56644,31800,0.197125257,1,1,200,UTE,2,M,D,2
56645,36340,0.413415469,0,0,0,UTE,1,M,C,2
56646,14100,0.194387406,0,0,0,HBACK,1,M,A,1
56647,7800,0.194387406,0,0,0,HBACK,3,M,C,4
56648,8800,0.194387406,0,0,0,MIBUS,4,F,D,5
56649,5500,0.150581793,0,0,0,HBACK,4,F,B,4
56650,25900,0.197125257,0,0,0,HBACK,1,M,A,3
56651,16500,0.197125257,0,0,0,STNWG,2,F,C,5
56652,10100,0.199863108,0,0,0,HBACK,3,F,D,6
56653,11500,0.199863108,0,0,0,TRUCK,3,M,E,5
56654,25000,0.199863108,0,0,0,STNWG,2,M,F,3
56655,4400,0.79945243,0,0,0,HBACK,4,F,A,1
56656,26600,0.336755647,0,0,0,SEDAN,1,M,C,2
56657,11600,0.197125257,0,0,0,SEDAN,3,F,C,4
56658,11600,0.97467488,0,0,0,SEDAN,3,F,E,3
56659,15000,0.79945243,1,1,409.0899997,UTE,4,M,D,3
56660,9800,0.199863108,0,0,0,UTE,4,M,D,3
56661,3900,0.197125257,0,0,0,HBACK,4,F,A,6
56662,5100,0.101300479,0,0,0,HBACK,4,F,E,1
56663,15000,0.101300479,0,0,0,SEDAN,3,F,B,3
56664,12900,0.101300479,0,0,0,HBACK,2,F,E,1
